A128,A129,A130,A154,A347,A361,A362,PMI,toPeru.km,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights
6576,5621,1064,1,1,1017.830627,21.675827,1,11.20679,0,0,0,0,0,0,0,834413,0.193749,15767,six20974,0.711867134503573,1
6319,4776,1675,1,1,996.032104,26.96595,0,10.85588,0,0,0,0,0,0,0,843015,0.193749,14839,six20975,0.76304978159951,0.662797125483693
5781,2155,3821,1,0,259.552826,1.620327,0,9.68318,17532,1948,4870,4870,0,5844,8765.999939,812339,0.096875,11129,six20979,0.105066862156966,1.32559425096739
12612,1418,4800,1,0,699.566284,17.584942,0,17.81632,0,0,0,0,0,0,24350,842041,0.096875,18916,six21086,0.0566289046218836,0.662797125483693
12024,1481,4028,1,0,639.746155,34.414906,0,17.25213,2922,0,0,2922,0,0,5844.000053,843015,0.242186,19827,six21087,0.173124990827917,1.32559425096739
11482,1562,3131,1,0,805.817627,4.483459,0,16.72039,0,0,0,0,0,0,10713.999561,851618,0.339061,20739,six21088,0.0567312424965341,1.32559425096739
8123,30,3801,1,0,299.080505,0.992815,0,12.44346,1948,0,0,0,1948,0,27272,829379,0.53281,22278,six21097,0.0925730732975067,1.32559425096739
6667,4145,827,1,1,466.795746,18.035677,1,10.85588,0,0,0,0,0,0,7791.999878,860220,0.145312,17646,six21102,0.845923713396194,1
6137,4997,212,1,1,617.336243,20.032434,1,10.57491,0,0,0,0,0,0,6818,851618,0.242186,16720,six21103,0.816580773051267,1
5711,5872,361,1,1,1027.070679,38.703407,1,10.36955,0,0,0,0,0,0,0,817209,0.242186,15794,six21104,0.820661324463346,1
5413,5252,975,1,1,854.899414,35.276669,0,9.98927,0,0,0,0,0,0,0,824837,0.242186,14868,six21105,0.840628284279191,1.32559425096739
5274,3879,2193,1,0,526.489441,11.747579,0,9.45848,0,0,0,0,0,0,7792,860220,0.145312,13017,six21107,0.139601381697739,0.662797125483693
4476,2940,3286,1,0,261.47934,1.28687,0,8.55095,0,0,0,0,0,0,7792,860220,0.290624,10244,six21110,0.12680427781951,0.662797125483693
14553,5057,10860,1,1,1200.400391,1.776871,0,26.96082,0,0,0,0,0,0,0,834413,1.162494,5408,six21197,0.0627390670953154,0.662797125483693
7621,1070,2626,1,0,316.397888,3.944271,0,12.05725,0,0,0,0,0,0,18506.000636,857298,0.435935,23261,six21224,0.150226776593031,1.32559425096739
4379,4611,1449,1,0,541.688171,17.613745,0,8.55095,0,0,0,0,0,0,974,851618,0.145312,13116,six21235,0.196392981958275,0.662797125483693
4451,4189,1783,1,0,346.86499,11.332235,0,8.29564,0,0,0,0,0,0,974,851618,0.096875,12199,six21236,0.201455121715229,0.662797125483693
12033,2620,7109,1,1,1195.730713,21.538504,0,17.71949,0,0,0,0,0,0,0,834413,0,17597,six21337,0.506165452394785,0.662797125483693
13298,4000,9173,1,1,1106.204346,3.871601,0,26.23311,0,0,0,0,0,0,0,860220,1.06562,6752,six21443,0.121341983865008,0.662797125483693
14214,4923,9025,1,1,1200,0,0,25.58569,0,0,0,0,0,0,0,843015,0.629685,7063,six21444,0.095758254706983,0.662797125483693
15131,5847,8877,1,1,1200,0,0,24.95595,0,0,0,0,0,0,0,817209,0.242186,7477,six21445,0.0914775523031027,0.662797125483693
6292,1002,1958,1,0,282.158173,2.888787,0,10.81619,0,0,0,0,0,0,19480.000215,858272,0.435935,24398,six21470,0.181998241021579,0.662797125483693
5542,60,3661,1,0,279.997681,0.011171,0,9.98927,4870,0,0,974,0,3896,14610.000118,834413,0.387498,22566,six21472,0.164579669690254,0.662797125483693
5212,842,4554,1,0,281.965881,0.966594,0,9.549,15584,974,6818,1948,1948,3896,20454.000118,772086,0.339061,21652,six21473,0.106076317481032,0.662797125483693
3355,6254,1682,1,1,848.118225,22.107849,0,7.6482,0,0,0,0,0,0,1947.999985,834413,0.193749,16197,six21479,0.798060998502254,1.98839137645108
2818,7167,1074,1,0,698.408936,16.369503,0,7.47759,0,0,0,0,0,0,1948,843015,0.290624,15296,six21480,0.152902853532456,0.662797125483693
2520,6630,589,1,0,623.837402,15.495172,0,7.06348,0,0,0,0,0,0,974,834413,0.242186,14398,six21481,0.172150077634842,0.662797125483693
14086,5114,8108,1,1,1000,0,0,24.92146,0,0,0,0,0,0,0,851618,0.339061,7924,six21563,0.153524933180211,0.662797125483693
10266,4438,6804,1,1,949.778198,17.742363,0,16.22428,0,0,0,0,0,0,0,825811,0.048437,18269,six21578,0.561606175983351,0.662797125483693
1608,6665,1453,1,0,433.317993,25.504499,0,6.22173,0,0,0,0,0,0,974,851618,0.290624,14664,six21600,0.298194729751955,1.32559425096739
60,30,421,1,0,191.93399,0.746618,0,3.8241,19480,0,13636,0,0,5844,32142,829052,0.484373,7978,six21608,0.132751486797995,0.662797125483693
14020,5460,7191,1,1,993.926941,9.479563,0,24.27449,0,0,0,0,0,0,0,834413,0.096875,8798,six21679,0.223696901721609,1.98839137645108
3170,3035,3386,1,0,499.111908,16.694267,0,7.06348,0,0,0,0,0,0,8766,859246,0.387498,20256,six21710,0.241715845166616,0.662797125483693
3274,3918,3621,1,0,641.08905,24.312096,0,6.75216,0,0,0,0,0,0,1948,860220,0.290624,19366,six21711,0.272256079091099,0.662797125483693
4817,2446,670,1,0,314.281738,6.598566,0,10.03224,2922,0,0,0,0,2922,10713.999561,860220,0.871871,25836,six21817,0.23695238308562,0.662797125483693
3863,721,2347,1,0,304.896301,11.043758,0,9.13462,26298,2922,1948,21428,0,0,11688,850644,0.678122,25869,six21819,0.292577828570206,1.32559425096739
2248,3027,2466,1,0,467.365479,19.701059,0,6.22173,0,0,0,0,0,0,0,860220,0.484373,20530,six21825,0.346735094439382,1.32559425096739
2373,3915,2777,1,0,795.397827,34.515556,0,5.8659,0,0,0,0,0,0,0,851618,0.387498,19652,six21826,0.334303033705316,0.662797125483693
1739,134,2280,1,0,180.592117,2.163098,0,2.07391,5844,0,4870,0,974,0,31168.000215,825811,0,9181,six21839,0.150315416745661,0.662797125483693
13332,7260,4907,1,1,824.947449,9.459096,0,20.98649,0,0,0,0,0,0,0,851618,0.387498,11621,six21909,0.333808318283334,3.97678275290216
6278,6538,3923,1,1,951.574036,22.307642,0,12.09287,0,0,0,0,0,0,0,834413,0.726559,21632,six22031,0.696710812745282,0.662797125483693
1590,426,1527,1,0,257.048004,0.954841,0,6.55828,0,0,0,0,0,0,974,851618,0.484373,24643,six22041,0.360742532723422,1.98839137645108
174,6831,632,1,0,292.019287,13.898113,0,2.62331,32142,6818,17532,0,0,7792,9739.999512,842852,0,15436,six22052,0.287687509615211,1.32559425096739
5074,6048,5123,1,1,965.868713,18.818998,0,12.47797,0,0,0,0,0,0,0,843015,0.823434,20425,six22238,0.654652702355569,0.662797125483693
912,283,939,1,0,219.917923,0.478051,0,2.93295,0,0,0,0,0,0,4869.999756,857298,0,21987,six22255,0.419950857166305,1.32559425096739
1608,60,1492,1,0,229.218491,6.0329,0,2.07391,0,0,0,0,0,0,9740,851618,0,22432,six22357,0.429439977747066,3.31398562741846
4751,3710,2422,1,1,1100.449341,11.291779,0,26.96082,0,0,0,0,0,0,0,834413,1.404681,15848,six22416,0.368618639270826,0.662797125483693
2997,4065,3073,1,0,518.784912,12.535438,0,10.49324,0,0,0,0,0,0,2922,843015,0.968745,22336,six22440,0.176012136432637,0.662797125483693
1574,256,1908,1,0,228.987625,0.857167,0,3.34408,0,0,0,0,0,0,45777.998686,857298,0.920308,26134,six22452,0.172476910825672,0.662797125483693
2935,1982,1265,1,1,804.35498,14.11871,0,27.38817,0,0,0,0,0,0,6818,851618,0.726559,17425,six22512,0.618182579845724,0.662797125483693
4774,2817,1534,1,1,940.07019,24.005371,0,26.36395,974,0,0,0,974,0,1948,843015,0.871871,16720,six22514,0.623340708515406,0.662797125483693
8479,4123,1666,1,1,989.018311,10.534573,0,23.40855,0,0,0,0,0,0,2922,842041,0.823434,15875,six22518,0.429556175682257,1.32559425096739
11234,4714,721,1,1,1141.018799,6.56277,0,21.14981,0,0,0,0,0,0,0,817209,1.792179,15794,six22521,0.262641968854527,0.662797125483693
2167,3170,2212,1,0,407.442871,12.596167,0,9.85925,0,0,0,0,0,0,6818,859246,1.017183,22963,six22538,0.232960752864975,1.32559425096739
1952,2479,1888,1,0,450.748749,12.814645,0,9.549,32142,18506,6818,0,0,6818,973.999992,851618,1.114057,22963,six22634,0.257539420814804,0.662797125483693
10785,1569,2082,1,0,566.409485,24.291168,0,17.81632,0,0,0,0,0,0,0,830517,2.228114,18008,six22718,0.0897457059144421,0.662797125483693
3884,553,1494,1,0,405.748932,25.857874,0,25.46774,3896,0,0,0,0,3896,11688.000303,831491,0.629685,20341,six22801,0.180498600618799,0.662797125483693
6590,630,1341,1,0,325.497131,9.527222,0,23.64621,2922,1948,0,0,974,0,4870.000107,843015,0.484373,19120,six22805,0.137251649052007,0.662797125483693
8245,1394,1243,1,0,608.93042,24.479429,0,22.45193,2922,0,0,1948,0,974,4870.000152,855350,0.339061,18757,six22807,0.154120765572913,0.662797125483693
9102,1360,982,1,0,565.309509,24.975401,0,21.73156,10714,0,0,8766,0,1948,2921.999908,851618,0.484373,18642,six22808,0.162132463040943,1.32559425096739
9940,169,2765,0,0,580.647095,13.102851,0,20.59341,0,0,0,0,0,0,0,823699,0.53281,20488,six22995,0.0563503145777456,1.32559425096739
8273,1681,4094,0,0,937.177612,15.646076,0,21.17014,0,0,0,0,0,0,0,843015,0.53281,21830,six23084,0.0388213315598552,0.662797125483693
9021,1317,4178,0,0,708.207275,22.450541,0,20.7391,8766,5844,0,2922,0,0,0,849506,0.484373,21652,six23085,0.0679595181300672,1.32559425096739
4968,3944,5550,0,0,239.998932,0.020022,0,0.92748,0,0,0,0,0,0,0,860220,0,32195,six23115,0.229000597602747,0.662797125483693
9358,2224,5072,0,0,808.839661,8.493961,0,19.91385,17532,974,0,16558,0,0,0,840093,0.774996,22566,six23177,0.0304200305827969,1.32559425096739
6579,1164,7570,0,0,842.465698,25.584446,0,20.34124,0,0,0,0,0,0,5844.000053,851618,0.678122,26396,six23441,0.0614668799373768,0.662797125483693
12917,5013,9537,0,0,648.495239,16.979347,0,13.18197,974,0,0,0,974,0,1948,860220,0.484373,27040,six23629,0.0468671174545954,3.31398562741846
10441,5036,10009,0,0,727.75177,22.769531,0,9.549,0,0,0,0,0,0,0,851618,0.823434,28571,six23720,0.0646663416059192,0.662797125483693
7364,3042,7573,0,0,821.321167,17.552992,0,2.07391,0,0,0,0,0,0,974,851618,0,31981,six23730,0.152491088888152,0.662797125483693
11755,5693,11300,0,0,951.727478,10.358829,0,9.98927,0,0,0,0,0,0,0,851618,0.484373,29285,six23812,0.0291524918595249,0.662797125483693
8272,3797,8495,0,0,1024.187012,33.267548,0,1.85496,0,0,0,0,0,0,973.999992,851618,0,32791,six23823,0.173498181010536,0.662797125483693
7603,284,547,1,0,800,0,0,14.95517,2922,0,0,2922,0,0,34090,842852,1.646867,6558,six26672,0.015585907638629,0.662797125483693
1600,1782,1629,1,0,1023.591003,12.84357,0,27.79348,37986,5844,4870,9740,12662,4870,9740.000107,594517,0.290624,1311,six27268,0.00868714193398099,0.662797125483693
15893,6218,8619,1,1,704.437622,3.598168,0,76.85227,974,0,0,974,0,0,42855.999133,860220,0.193749,12092,seven7443,0.0104332990262114,0.662797125483693
1746,2154,8073,1,0,1320.67749,23.256176,0,83.88445,1948,0,0,0,0,1948,5844.000053,817209,0.484373,6221,seven7568,0.00140790953232053,0.662797125483693
2075,1518,6184,1,0,1005.189514,6.606434,0,76.55508,2922,2922,0,0,0,0,3895.999908,831491,0.629685,4637,seven9240,0.00194618692538763,0.662797125483693
6559,5152,10505,0,0,1644.278564,17.56064,0,83.86906,974,0,0,0,974,0,974,817209,0.242186,4994,seven9730,0.000206969493571541,0.662797125483693
4878,4310,7908,1,0,1453.485962,25.519434,0,72.74664,0,0,0,0,0,0,0,834413,0.629685,6688,seven9924,0.00183587404357884,0.662797125483693
4828,3890,6070,1,0,1203.547241,23.818972,0,72.5157,0,0,0,0,0,0,0,834413,2.228114,5938,seven10091,0.00163193599604997,0.662797125483693
5644,4946,7898,1,0,1523.619385,24.746517,0,71.87226,0,0,0,0,0,0,0,791402,0.581247,7243,seven10093,0.00132905989722243,0.662797125483693
17293,1164,15649,1,1,847.221191,17.744606,0,66.00769,0,0,0,0,0,0,0,859246,0.678122,19652,seven10448,0.0668221238641027,0.662797125483693
31155,30,14021,0,1,323.522186,5.230205,0,58.95888,130516,0,37012,11688,12662,69154,6817.999756,767207,0.823434,14487,seven10639,0.0142208988814817,0.662797125483693
14935,4612,6173,1,1,1048.924683,16.616957,0,54.27941,0,0,0,0,0,0,974,834413,0.242186,18008,seven12912,0.122978136517205,0.662797125483693
15863,3687,5326,1,1,1228.062744,24.870726,0,53.96948,0,0,0,0,0,0,0,817209,0.339061,18916,seven12913,0.134729299453057,1.32559425096739
15941,3630,4980,1,1,1045.537354,31.533157,0,53.0937,0,0,0,0,0,0,974,834413,0.339061,18757,seven13098,0.219942751527868,0.662797125483693
16866,2700,4101,1,1,1333.764526,37.27903,0,52.79312,974,0,974,0,0,0,974,825811,0.339061,19674,seven13099,0.205906537606492,1.32559425096739
15157,4626,5665,0,1,900.947693,4.464042,0,52.5072,10714,3896,974,0,0,5844,1948.000053,843015,0.290624,17719,seven13283,0.0551223063199587,0.662797125483693
16073,3712,4758,1,1,983.069702,11.688184,0,52.21971,0,0,0,0,0,0,973.999992,825811,0.339061,18642,seven13284,0.131588698974171,1.32559425096739
16257,4012,4565,1,1,1036.78479,20.476145,0,51.34759,0,0,0,0,0,0,973.999992,834413,0.290624,18572,seven13473,0.170967300584589,1.32559425096739
25375,764,1317,0,1,656.21405,10.743587,0,48.41591,0,0,0,0,0,0,974,860220,0.242186,27839,seven13483,0.191780919683408,0.662797125483693
27357,1674,1749,0,1,863.195007,7.805431,0,46.92721,974,974,0,0,0,0,974,860220,0.290624,29679,seven13678,0.130424374210177,0.662797125483693
29193,2296,2696,0,1,812.495789,6.915638,0,46.35547,0,0,0,0,0,0,0,834413,0.581247,31534,seven13680,0.104408447753827,0.662797125483693
30111,2712,3170,0,1,648.772583,8.85386,0,46.04827,0,0,0,0,0,0,0,860220,0.629685,31656,seven13681,0.134992151982073,0.662797125483693
13220,8144,7789,0,1,1397.436768,4.967042,0,50.7409,0,0,0,0,0,0,0,834413,0.193749,14868,seven13860,0.0210031477513298,0.662797125483693
26618,361,483,0,1,500.000214,0.000735,0,46.35547,0,0,0,0,0,0,4870.000053,843015,0.145312,28766,seven13875,0.169915364469476,0.662797125483693
16130,6406,4895,1,1,800,0,0,48.98116,0,0,0,0,0,0,0,860220,0.387498,17719,seven14069,0.117229500921019,3.97678275290216
25047,1548,1294,0,1,829.735718,17.504053,0,46.04827,0,0,0,0,0,0,5843.999756,860220,0,26960,seven14079,0.189383426146522,0.662797125483693
25924,933,764,0,1,719.637146,5.111122,0,45.7578,0,0,0,0,0,0,4869.999756,851618,0.096875,27886,seven14080,0.15535365664076,0.662797125483693
28635,247,624,0,1,400,0,0,44.87511,0,0,0,0,0,0,0,860220,0.339061,30663,seven14083,0.219297881376653,0.662797125483693
29542,658,1098,0,1,604.543823,18.175146,0,44.59629,0,0,0,0,0,0,4870,860220,0.435935,31588,seven14084,0.246549002865337,0.662797125483693
13187,8071,8260,0,1,1129.790894,39.504898,0,49.28754,0,0,0,0,0,0,974,834413,0.387498,14187,seven14278,0.0883400449305713,0.662797125483693
25275,2227,2022,0,1,819.25824,12.216908,0,45.17125,0,0,0,0,0,0,5844.000213,860220,0,27040,seven14292,0.154228053583352,1.98839137645108
27947,882,617,0,1,599.824341,1.335111,0,44.2963,0,0,0,0,0,0,6818,860220,0.193749,29809,seven14295,0.161905454901343,0.662797125483693
33376,1422,2258,0,1,366.354736,5.976697,0,42.55307,0,0,0,0,0,0,9740,851618,1.06562,32778,seven14301,0.141479514017786,0.662797125483693
16078,8376,5333,1,1,1167.589478,18.801985,0,47.52829,0,0,0,0,0,0,0,842041,0.678122,17101,seven14493,0.101331110505502,1.32559425096739
24648,3542,3313,1,1,834.994751,7.993331,0,44.59629,3896,0,0,0,0,3896,4870.000053,860220,0.096875,26233,seven14503,0.210427519369993,2.65118850193477
25534,2906,2820,0,1,800,-0.038015,0,44.2963,6818,4870,0,0,1948,0,4870.000213,820613,0.048437,27151,seven14504,0.0864750157878058,0.662797125483693
12770,5554,9196,1,1,1329.224365,27.035379,0,48.22899,0,0,0,0,0,0,2922,817209,2.66405,12918,seven14699,0.0448303484712914,1.32559425096739
24948,4221,3841,1,1,824.741516,16.868481,0,43.70983,974,0,0,0,0,974,4870.000053,851618,0.193749,26380,seven14714,0.245062743155237,3.31398562741846
14788,6943,7118,0,1,1114.83252,34.353722,0,46.67909,0,0,0,0,0,0,0,843015,0.823434,14983,seven14912,0.0877749588735231,0.662797125483693
30603,2401,1698,0,1,488.53775,11.719916,0,38.43173,0,0,0,0,0,0,1948,843015,0.387498,31534,seven15555,0.242670296781797,0.662797125483693
29314,5190,4356,0,1,1000,0,0,38.43173,0,0,0,0,0,0,0,817209,0,30210,seven15756,0.0697176041152978,0.662797125483693
29389,3420,2430,0,1,566.933594,19.18265,0,36.95984,1948,0,0,0,1948,0,0,851618,0.242186,30381,seven15960,0.289111126030433,1.98839137645108
26821,6363,4806,0,1,798.886841,3.472361,0,37.24963,0,0,0,0,0,0,0,860220,0.435935,26960,seven16359,0.0960013854023414,1.32559425096739
29114,6225,5950,0,1,1219.262329,13.400912,0,36.37332,0,0,0,0,0,0,0,843015,0.048437,29475,seven16362,0.0799397575887724,0.662797125483693
28791,4549,4125,0,1,1000,0,0,35.80123,0,0,0,0,0,0,0,834413,0,29867,seven16364,0.0899471256899707,1.32559425096739
28276,3752,3200,0,1,978.625977,24.149355,0,35.49961,0,0,0,0,0,0,0,834413,0.048437,29329,seven16365,0.214210326913629,0.662797125483693
16463,894,6981,1,1,1175.563599,33.695351,0,42.34027,0,0,0,0,0,0,974,843015,6.248408,15436,seven16544,0.0502646429535971,0.662797125483693
17282,810,7500,1,1,1158.420044,33.596203,0,41.90118,0,0,0,0,0,0,974,842041,3.487483,15956,seven16545,0.116608046542103,0.662797125483693
28122,6423,6034,0,1,803.583191,4.945906,0,36.07649,0,0,0,0,0,0,0,851618,0.193749,28208,seven16562,0.0995651260072161,1.32559425096739
16150,426,5716,1,1,1234.619629,15.988475,0,41.99347,0,0,0,0,0,0,0,817209,7.846838,15767,seven16742,0.0163268982949251,0.662797125483693
27963,5112,5310,0,1,677.566284,29.573208,0,35.49961,0,0,0,0,0,0,0,843015,0.242186,27839,seven16760,0.261577154530659,0.662797125483693
28405,5856,5797,0,1,1273.556885,18.904055,0,34.6287,0,0,0,0,0,0,0,824837,0,29577,seven16763,0.097878796775094,0.662797125483693
28310,5151,6647,0,1,955.558289,13.981061,0,34.02729,0,0,0,0,0,0,0,851618,0,29519,seven16959,0.139899819895317,0.662797125483693
18735,1980,5520,1,1,1752.221313,6.494153,1,39.45882,0,0,0,0,0,0,6818,825811,7.556214,18292,seven17140,0.00553330008768426,1
18535,2286,4242,1,1,1521.7052,14.614178,1,39.13045,974,0,0,0,0,974,0,825811,10.704637,18665,seven17336,0.00464393614218618,1
19266,2858,5000,1,1,1419.778564,20.811586,1,38.65491,0,0,0,0,0,0,6818,843015,9.39683,19097,seven17337,0.00849103234186497,1
24522,3514,2821,0,1,886.298523,25.757074,0,31.09481,4870,0,0,4870,0,0,5844,851618,0.290624,25652,seven17359,0.270573564371109,1.32559425096739
23404,1736,964,1,0,443.919189,11.600095,0,30.50833,0,0,0,0,0,0,22401.999133,834413,0.629685,24486,seven17361,0.0290425003981778,1.32559425096739
22882,853,60,1,0,309.16272,16.532009,0,30.21082,0,0,0,0,0,0,22402.000431,859246,0.823434,23935,seven17362,0.0494678861205464,0.662797125483693
18278,2294,2945,1,1,1518.609253,37.459503,1,38.84361,0,0,0,0,0,0,0,774198,7.071841,19120,seven17530,0.0316876740211898,1
19134,2974,3703,1,1,1304.532715,10.761236,1,38.34209,0,0,0,0,0,0,0,825811,9.106207,19499,seven17531,0.00952417773008796,1
19843,3509,4464,1,1,1370.698853,17.309427,1,37.85666,0,0,0,0,0,0,6818,851618,8.33121,19913,seven17532,0.0122326462134684,1
20570,2720,5225,1,1,1585.294922,29.075834,1,37.38793,0,0,0,0,0,0,6817.999878,782800,6.73278,20362,seven17533,0.0176120784885746,1
21313,1930,5982,1,1,1396.176025,19.988117,1,36.93655,0,0,0,0,0,0,6817.999878,834413,5.86091,20842,seven17534,0.0278996207867412,1
27436,1827,5367,0,1,556.346741,3.623523,0,31.98127,9740,0,1948,6818,0,974,974,860220,0.048437,28975,seven17548,0.237189579725793,1.32559425096739
25668,3944,5492,0,1,1202.580078,18.336031,0,31.09481,0,0,0,0,0,0,0,843015,0,26896,seven17551,0.153713211127239,0.662797125483693
23215,2490,1815,1,0,475.673035,31.145424,0,29.93909,0,0,0,0,0,0,13636.000303,834413,0.53281,24345,seven17555,0.0630317189279516,0.662797125483693
18671,1385,6576,0,0,260.714233,1.97906,0,26.7687,0,0,0,0,0,0,12662,860220,1.06562,19299,seven17566,0.013263116436779,0.662797125483693
17696,2707,1647,1,1,1196.573242,31.509924,1,38.59924,0,0,0,0,0,0,0,825811,5.134351,18780,seven17721,0.0974203071587161,1
18569,3051,2406,1,1,1319.646362,42.501328,1,38.07192,0,0,0,0,0,0,0,843015,5.424974,19299,seven17722,0.108505730639816,1
20331,3997,3927,1,1,1339.366455,14.591621,1,37.06443,0,0,0,0,0,0,6818,824837,7.410902,20425,seven17724,0.0144617040415452,1
21152,3212,4687,1,1,1281.663696,34.084312,1,36.58555,0,0,0,0,0,0,6818,817209,6.442157,21027,seven17725,0.041313809912768,1
24374,4494,4564,0,1,1166.332153,19.843662,0,29.93909,0,0,0,0,0,0,11688,851618,0,25585,seven17744,0.144926532397556,0.662797125483693
23727,4345,3636,0,1,1126.078125,39.678638,0,29.63587,0,0,0,0,0,0,11688,817209,0.145312,24921,seven17745,0.245376877155401,1.32559425096739
21909,1608,865,1,0,363.773407,12.862494,0,28.76685,6818,5844,974,0,0,0,35063.999754,846584,0.774996,23038,seven17748,0.0277281234695731,0.662797125483693
17213,3582,381,1,1,1362.281982,20.708891,1,38.34209,0,0,0,0,0,0,0,627960,4.310917,17499,seven17910,0.0310245888289741,1
18045,3620,1116,1,1,1264.862427,38.74332,1,37.8453,0,0,0,0,0,0,0,851618,4.310917,18008,seven17911,0.150398329154121,1
18902,3884,1872,1,1,1041.131958,32.679756,1,37.30732,0,0,0,0,0,0,0,817209,4.601541,18549,seven17912,0.123169266679901,1
19766,4335,2629,1,1,1028.607056,30.508474,1,36.78486,0,0,0,0,0,0,0,834413,6.442157,19120,seven17913,0.0659101492160283,1
20635,4512,3394,1,1,949.951843,29.067347,1,36.2786,974,0,0,0,0,974,0,851618,6.345282,19718,seven17914,0.0723988250525497,1
21510,3819,4199,1,1,1138.250244,31.594234,1,35.78921,0,0,0,0,0,0,0,817209,5.570286,20341,seven17915,0.0687359216644433,1
22389,3246,5042,1,1,1345.647949,27.839291,1,35.31741,974,0,0,0,974,0,0,774198,4.601541,20986,seven17916,0.0523412427455342,1
23182,2865,5910,1,1,1593.890503,25.968767,1,34.86389,0,0,0,0,0,0,0,782800,3.051548,21652,seven17917,0.0593551221815438,1
25704,700,5384,0,1,552.109375,13.689136,0,30.21082,0,0,0,0,0,0,973.999992,849670,0,27824,seven17930,0.348680042078636,0.662797125483693
25369,1624,5561,0,1,692.409302,14.546415,0,29.93909,0,0,0,0,0,0,974,860220,0,27088,seven17931,0.303399815937559,0.662797125483693
21787,2431,1889,1,0,496.081482,19.613623,0,28.16244,0,0,0,0,0,0,27271.999508,834413,0.678122,22963,seven17937,0.0312970416232435,0.662797125483693
16235,4665,882,1,1,1703.22522,18.977581,1,38.07192,0,0,0,0,0,0,0,713982,4.649978,16224,seven18097,0.0214790827720549,1
17165,4509,127,1,1,1599.799316,12.016668,1,37.5601,0,0,0,0,0,0,0,781826,2.760924,16720,seven18098,0.0507945558818023,1
18064,4539,576,1,1,1517.914795,2.524323,1,37.06443,0,0,0,0,0,0,0,763484,2.712487,17252,seven18099,0.0372063528097507,1
18994,4752,1339,1,1,1221.37793,30.73942,1,36.55027,0,0,0,0,0,0,0,816235,2.66405,17816,seven18100,0.158450318478225,1
19924,5128,2119,1,1,1157.136475,21.316738,1,36.01683,0,0,0,0,0,0,0,850644,3.439046,18409,seven18101,0.108309554890625,1
20854,5134,2970,1,1,986.498474,34.774136,1,35.49961,0,0,0,0,0,0,0,834413,3.342172,19030,seven18102,0.183079124386393,1
21784,4537,3857,1,1,1049.002075,19.318747,1,34.99934,0,0,0,0,0,0,0,825811,2.906236,19674,seven18103,0.115846937210291,1
22702,4066,4760,1,1,1279.277832,19.353855,1,34.51673,0,0,0,0,0,0,0,825811,2.373426,20341,seven18104,0.10082301172586,1
23575,3761,5672,1,1,1351.375244,27.679163,1,34.05256,0,0,0,0,0,0,0,834413,1.695304,21027,seven18105,0.146983403616734,1
24450,3588,5044,1,1,1252.509644,23.763992,1,33.60757,0,0,0,0,0,0,0,817209,0.678122,21731,seven18106,0.192677207443816,1
25220,3606,4226,1,1,1280.173096,22.043184,1,33.18255,0,0,0,0,0,0,0,817209,0.53281,22451,seven18107,0.195466171358304,1
25963,3849,3394,1,1,1191.064575,19.082579,1,32.77827,0,0,0,0,0,0,16558,825811,0.435935,23187,seven18108,0.155911028417751,1
25221,210,4470,0,1,524.253174,8.94402,0,29.63587,0,0,0,0,0,0,1947.999992,586733,0.096875,28039,seven18117,0.14072174820175,1.32559425096739
24844,713,4848,0,1,593.276062,10.879529,0,29.32951,0,0,0,0,0,0,973.999992,860220,0.096875,27278,seven18118,0.338895799740422,1.98839137645108
21098,2635,1988,1,0,450.561676,21.744671,0,27.27802,0,0,0,0,0,0,25324.000246,860220,0.726559,22298,seven18125,0.04207971379874,1.32559425096739
15301,5843,2180,1,1,1890.509277,26.938484,1,37.8453,0,0,0,0,0,0,0,834413,6.73278,14955,seven18281,0.0156003361958611,1
16195,5567,1423,1,1,1588.803101,12.899714,1,37.30732,0,0,0,0,0,0,0,817209,5.085913,15436,seven18282,0.0245977447890734,1
17092,5438,660,1,1,1382.381836,24.7502,1,36.78486,0,0,0,0,0,0,0,825811,2.906236,15956,seven18283,0.104867845961243,1
17964,5463,42,1,1,1286.419678,34.766369,1,36.2786,0,0,0,0,0,0,0,825811,2.13124,16513,seven18284,0.205124251259599,1
18868,5641,934,1,1,1151.140991,29.363173,1,35.78921,0,0,0,0,0,0,0,816235,1.840616,17101,seven18285,0.200567687436943,1
19774,5961,1862,1,1,935.368469,20.727285,1,35.25646,974,0,0,0,974,0,0,817209,1.453118,17719,seven18286,0.206351146900006,1
20682,5838,2783,1,1,861.995972,11.829642,1,34.72792,0,0,0,0,0,0,0,851618,1.017183,18363,seven18287,0.211934419614772,1
21592,5321,3707,1,1,1092.641479,18.063229,1,34.21636,0,0,0,0,0,0,0,851618,0.968745,19030,seven18288,0.19645697382325,1
22504,4926,4634,1,1,1285.650024,17.111006,1,33.72256,0,0,0,0,0,0,0,816235,0.920308,19718,seven18289,0.133069223031313,1
23417,4671,5460,1,1,1201.076904,18.091845,1,33.2473,0,0,0,0,0,0,0,834413,0.774996,20425,seven18290,0.164292256941642,1
24331,4514,4628,1,1,1111.970825,19.444391,1,32.79139,0,0,0,0,0,0,0,834413,0.435935,21149,seven18291,0.219801570087896,1
