A128,A129,A130,A154,A347,A361,A362,PMI,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights,x,y,long,lat
24948,4221,3841,1,1,824.7415161,16.8684807,0,974,0,0,0,0,974,4870.0000534,851618,0.193749077301019,26380,seven14714,0.267803142536651,2.1592039800995,848495,9712867,-77.8665404792701,-2.59385542250975
16265,8749,5421,0,1,1242.1246338,18.713213,0,0,0,0,0,0,0,0,817209,1.01718265583035,16720,seven14914,0.0445668700708664,0.719734660033168,838293,9711940,-77.9581650521358,-2.60245956384053
28910,5190,4439,0,1,1000,0,0,0,0,0,0,0,0,0,860220,0,29939,seven15552,0.0679201944606256,0.719734660033168,851277,9709158,-77.8414641242468,-2.62730570442329
30603,2401,1698,0,1,488.5377502,11.7199163,0,0,0,0,0,0,0,1948,843015,0.387498154602038,31534,seven15555,0.299491135768385,1.43946932006634,854060,9709158,-77.8164714721009,-2.62724187398157
28486,6120,5284,0,1,1034.5797119,17.4329052,0,0,0,0,0,0,0,0,851618,0.145311807975764,29329,seven15755,0.100993396060033,0.719734660033168,850350,9708230,-77.8497740912551,-2.63570513485685
29314,5190,4356,0,1,1000,0,0,0,0,0,0,0,0,0,817209,0,30210,seven15756,0.0569089497443514,0.719734660033168,851277,9708230,-77.841443016649,-2.63568390180091
29389,3420,2430,0,1,566.9335938,19.1826496,0,1948,0,0,0,1948,0,0,851618,0.242186346626274,30381,seven15960,0.335161524705542,2.1592039800995,853132,9707303,-77.8247597836474,-2.64401932850919
30033,6464,6421,1,0,290.0605774,11.8089161,0,0,0,0,0,0,0,22402.0002441,860220,1.06561992515561,25332,seven15994,0.0293890835548355,0.719734660033168,884667,9707303,-77.5415474447051,-2.64325797741531
29388,5819,5128,0,1,988.8474731,21.6647034,0,0,0,0,0,0,0,0,825811,0.048437269325255,29967,seven16159,0.11839886688587,0.719734660033168,850350,9706375,-77.8497317851714,-2.65246166088304
29563,5046,4203,0,1,808.552002,19.9141159,0,974,0,0,0,974,0,0,834413,0,30620,seven16160,0.191032535430522,0.719734660033168,851277,9706375,-77.8414005991359,-2.65244029265296
29062,4315,3274,0,1,746.3729858,36.2707672,0,0,0,0,0,0,0,0,834413,0.048437269325255,30096,seven16161,0.35995019605239,1.43946932006634,852205,9706375,-77.8330694805433,-2.65241886821619
5205,6010,4300,1,0,852.4368896,25.9258347,0,50648,5844,0,0,0,44804,38960.0004273,845774,0.774996309204077,6688,seven16328,0.0123994921325955,0.719734660033168,817888,9705448,-78.141345115138,-2.66155463615033
26821,6363,4806,0,1,798.8868408,3.4723606,0,0,0,0,0,0,0,0,860220,0.435935423927293,26960,seven16359,0.102863659095247,3.59867330016584,846640,9705448,-77.8830361702035,-2.66092510132143
27575,7035,5653,0,1,942.7265625,13.8355169,0,974,0,0,0,0,974,0,843015,0.290623615951529,27793,seven16360,0.0966153877654447,1.43946932006634,847567,9705448,-77.8747046601789,-2.66090389106348
5473,6211,3405,0,0,942.9137573,14.8761749,0,0,0,0,0,0,0,32141.9997559,843015,0.678121770553567,7477,seven16530,0.00466888212272489,0.719734660033168,817888,9704520,-78.1413257608266,-2.66993514945914
23863,1841,3346,1,0,351.4949951,26.9843464,0,0,0,0,0,0,0,0,860220,0.726559039878822,24643,seven16576,0.151554600724986,1.43946932006634,860552,9704520,-77.7580486689534,-2.66897853365008
28688,5588,6240,0,1,846.4291382,17.2849045,0,0,0,0,0,0,0,0,860220,0.09687453865051,28646,seven16761,0.12902752918143,2.1592039800995,847567,9703593,-77.8746622879983,-2.67766081263944
27840,4957,4899,0,1,1103.8544922,17.1296406,0,0,0,0,0,0,0,0,851618,0,28975,seven16764,0.0885666007606912,1.43946932006634,850350,9703593,-77.8496678215472,-2.67759644010906
28943,4719,6240,0,1,724.838623,6.8470778,0,0,0,0,0,0,0,0,860220,0.09687453865051,29108,seven16958,0.115227510916907,1.43946932006634,847567,9702665,-77.8746410017978,-2.68603927145427
25438,2219,2041,1,0,557.418335,22.9700127,0,2922,2922,0,0,0,0,0,843015,0.387498154602038,26526,seven16964,0.104522936644229,0.719734660033168,853132,9702665,-77.8246523352693,-2.6859096107001
18735,1980,5520,1,1,1752.2213135,6.494153,1,0,0,0,0,0,0,6818,825811,7.55621401473975,18292,seven17140,0.00232341769867946,1,831800,9701738,-78.0162680894171,-2.69477508304599
26402,5151,4747,0,1,1325.0473633,17.5864277,0,0,0,0,0,0,0,0,851618,0,27575,seven17160,0.0546973869082791,0.719734660033168,850350,9701738,-77.8496248427724,-2.69435295300286
24677,2523,1968,1,0,675.1872559,30.2500763,0,0,0,0,0,0,0,1948,834413,0.435935423927293,25786,seven17163,0.0954904113822406,0.719734660033168,853132,9701738,-77.8246306421839,-2.69428766317627
18535,2286,4242,1,1,1521.7052002,14.6141777,1,974,0,0,0,0,974,0,825811,10.7046365208813,18665,seven17336,0.00456999927901354,1,830873,9700810,-78.0245805371327,-2.70317522252046
19266,2858,5000,1,1,1419.7785645,20.8115864,1,0,0,0,0,0,0,6818,843015,9.39683024909943,19097,seven17337,0.00789097504218511,1,831800,9700810,-78.0162476369144,-2.70315465201115
24522,3514,2821,0,1,886.2985229,25.7570744,0,4870,0,0,4870,0,0,5844,851618,0.290623615951529,25652,seven17359,0.179888857520631,0.719734660033168,852205,9700810,-77.8329402707754,-2.70268760264002
20366,960,3734,0,0,294.0213013,12.3329763,0,0,0,0,0,0,0,0,842041,0.726559039878822,21190,seven17368,0.0428781504668185,0.719734660033168,860552,9700810,-77.7579602214797,-2.70248854629744
17390,1812,2193,1,1,1406.1638184,31.6836338,0,0,0,0,0,0,0,0,782800,7.0718413214872,18549,seven17529,0.0288843479011524,0.719734660033168,829018,9699883,-78.0412261831028,-2.71159595026062
18278,2294,2945,1,1,1518.6092529,37.4595032,1,0,0,0,0,0,0,0,774198,7.0718413214872,19120,seven17530,0.0239841806290079,1,829945,9699883,-78.0328930988541,-2.71157543089639
19134,2974,3703,1,1,1304.5327148,10.7612362,1,0,0,0,0,0,0,0,825811,9.1062066331479,19499,seven17531,0.010859427169873,1,830873,9699883,-78.0245600779866,-2.71155485402937
19843,3509,4464,1,1,1370.6988525,17.3094273,1,0,0,0,0,0,0,6818,851618,8.33121032394383,19913,seven17532,0.0116006529870333,1,831800,9699883,-78.0162271206778,-2.71153421966175
20570,2720,5225,1,1,1585.2949219,29.0758343,1,0,0,0,0,0,0,6817.9998779,782800,6.73278043621042,20362,seven17533,0.00939075436341269,1,832728,9699883,-78.007894227105,-2.7115135277957
21313,1930,5982,1,1,1396.1760254,19.9881172,1,0,0,0,0,0,0,6817.9998779,834413,5.86090958835583,20842,seven17534,0.0135842021633207,1,833655,9699883,-77.9995613974455,-2.71149277843342
16857,2656,915,1,1,1611.0010986,32.1059341,0,0,0,0,0,0,0,0,688176,5.13435054847701,18292,seven17720,0.0222111173138655,0.719734660033168,828090,9698955,-78.0495389796671,-2.71999623282076
17696,2707,1647,1,1,1196.5732422,31.5099239,1,0,0,0,0,0,0,0,825811,5.13435054847701,18780,seven17721,0.093564320861165,1,829018,9698955,-78.0412057749402,-2.7199757076362
18569,3051,2406,1,1,1319.6463623,42.5013275,1,0,0,0,0,0,0,0,843015,5.42497416442854,19299,seven17722,0.0960808182275635,1,829945,9698955,-78.0328726334193,-2.71995512476872
20331,3997,3927,1,1,1339.3664551,14.5916214,1,0,0,0,0,0,0,6818,824837,7.41090220676399,20425,seven17724,0.0135418937200386,1,831800,9698955,-78.0162065407053,-2.71991378599371
21152,3212,4687,1,1,1281.6636963,34.0843124,1,0,0,0,0,0,0,6818,817209,6.44215682025889,21027,seven17725,0.033238359772996,1,832728,9698955,-78.0078735898668,-2.71989303009056
23727,4345,3636,0,1,1126.078125,39.6786385,0,0,0,0,0,0,0,11688,817209,0.145311807975764,24921,seven17745,0.124282831806345,0.719734660033168,851277,9698955,-77.8412282311864,-2.71946580341408
18435,1358,13155,1,0,435.2289124,4.9471827,0,0,0,0,0,0,0,13635.9995652,833439,0.968745386505096,14839,seven17770,0.00526476830500045,0.719734660033168,874464,9698955,-77.6329596456741,-2.71889935607384
17213,3582,381,1,1,1362.2819824,20.7088909,1,0,0,0,0,0,0,0,627960,4.31091696994768,17499,seven17910,0.0247452062847651,1,828090,9698028,-78.04951856575,-2.72837605220227
18045,3620,1116,1,1,1264.8624268,38.7433205,1,0,0,0,0,0,0,0,851618,4.31091696994768,18008,seven17911,0.137553480761811,1,829018,9698028,-78.0411853035714,-2.72835546369159
18902,3884,1872,1,1,1041.131958,32.6797562,1,0,0,0,0,0,0,0,817209,4.60154058589921,18549,seven17912,0.137147374046898,1,829945,9698028,-78.032852104601,-2.72833481732002
19766,4335,2629,1,1,1028.6070557,30.5084743,1,0,0,0,0,0,0,0,834413,6.44215682025889,19120,seven17913,0.0909636468732383,1,830873,9698028,-78.0245189690163,-2.72831411308975
20635,4512,3394,1,1,949.9518433,29.0673466,1,974,0,0,0,0,974,0,851618,6.34528228160838,19718,seven17914,0.102083221902627,1,831800,9698028,-78.0161858969945,-2.72829335100297
21510,3819,4199,1,1,1138.2502441,31.5942345,1,0,0,0,0,0,0,0,817209,5.5702859724043,20341,seven17915,0.0630461604042505,1,832728,9698028,-78.0078528887131,-2.72827253106187
22389,3246,5042,1,1,1345.6479492,27.8392906,1,974,0,0,0,974,0,0,774198,4.60154058589921,20986,seven17916,0.0289909083989146,1,833655,9698028,-77.9995199443494,-2.72825165326866
23182,2865,5910,1,1,1593.8905029,25.9687672,1,0,0,0,0,0,0,0,782800,3.05154796749105,21652,seven17917,0.0183149507306591,1,834583,9698028,-77.9911870640808,-2.72823071762554
23699,4381,4658,0,1,1057.6975098,13.4805317,0,0,0,0,0,0,0,11688,825811,0.145311807975764,24955,seven17934,0.0519971764724015,0.719734660033168,850350,9698028,-77.8495380778799,-2.72786596282538
20605,577,60,1,0,392.0332031,9.0351601,0,13636,0,2922,3896,3896,2922,18506.0003662,845610,1.01718265583035,21731,seven17939,0.0555781116207528,0.719734660033168,854987,9698028,-77.8078802730957,-2.72775550199556
16235,4665,882,1,1,1703.2252197,18.977581,1,0,0,0,0,0,0,0,713982,4.64997785522446,16224,seven18097,0.0130171096159731,1,827163,9697100,-78.0578314716428,-2.73677646405699
17165,4509,127,1,1,1599.7993164,12.0166683,1,0,0,0,0,0,0,0,781826,2.76092435153952,16720,seven18098,0.0276101310642153,1,828090,9697100,-78.0494980888021,-2.73675587026038
18064,4539,576,1,1,1517.9147949,2.5243232,1,0,0,0,0,0,0,0,763484,2.71248708221427,17252,seven18099,0.0201978368912995,1,829018,9697100,-78.0411647689944,-2.73673521842274
18994,4752,1339,1,1,1221.3779297,30.7394199,1,0,0,0,0,0,0,0,816235,2.66404981288902,17816,seven18100,0.129317840087972,1,829945,9697100,-78.0328315123972,-2.73671450854624
19924,5128,2119,1,1,1157.1364746,21.3167381,1,0,0,0,0,0,0,0,850644,3.43904612209309,18409,seven18101,0.0970649032389617,1,830873,9697100,-78.0244983191877,-2.73669374063308
20854,5134,2970,1,1,986.4984741,34.7741356,1,0,0,0,0,0,0,0,834413,3.34217158344258,19030,seven18102,0.18754996604666,1,831800,9697100,-78.0161651895434,-2.73667291468546
21784,4537,3857,1,1,1049.0020752,19.3187466,1,0,0,0,0,0,0,0,825811,2.90623615951529,19674,seven18103,0.0877107087541417,1,832728,9697100,-78.0078321236417,-2.73665203070557
22702,4066,4760,1,1,1279.277832,19.3538551,1,0,0,0,0,0,0,0,825811,2.37342619693749,20341,seven18104,0.0489911314107169,1,833655,9697100,-77.9994991216599,-2.73663108869562
23575,3761,5672,1,1,1351.3752441,27.679163,1,0,0,0,0,0,0,0,834413,1.69530442638392,21027,seven18105,0.0579289265169552,1,834583,9697100,-77.9911661837753,-2.73661008865783
24450,3588,5044,1,1,1252.5096436,23.7639923,1,0,0,0,0,0,0,0,817209,0.678121770553567,21731,seven18106,0.0772437084950796,1,835510,9697100,-77.9828333101654,-2.73658903059442
25220,3606,4226,1,1,1280.1730957,22.0431843,1,0,0,0,0,0,0,0,817209,0.532809962577803,22451,seven18107,0.0784632619245633,1,836438,9697100,-77.9745005010074,-2.73656791450761
25963,3849,3394,1,1,1191.0645752,19.0825787,1,0,0,0,0,0,0,16558,825811,0.435935423927293,23187,seven18108,0.0651293217950924,1,837365,9697100,-77.9661677564787,-2.73654674039965
25221,210,4470,0,1,524.2531738,8.9440203,0,0,0,0,0,0,0,1947.9999924,586733,0.09687453865051,28039,seven18117,0.0717160053440789,1.43946932006634,845713,9697100,-77.8911759932967,-2.73635356284707
24844,713,4848,0,1,593.276062,10.879529,0,0,0,0,0,0,0,973.9999924,860220,0.09687453865051,27278,seven18118,0.188886849643423,0.719734660033168,846640,9697100,-77.8828439048132,-2.73633180865163
24498,1629,4653,0,1,780.7776489,31.1143208,0,0,0,0,0,0,0,974,843015,0.145311807975764,26526,seven18119,0.233832141926972,0.719734660033168,847567,9697100,-77.8745118829091,-2.73630999645998
21098,2635,1988,1,0,450.561676,21.7446709,0,0,0,0,0,0,0,25324.0002441,860220,0.726559039878822,22298,seven18125,0.0620978858642029,0.719734660033168,853132,9697100,-77.8245211595814,-2.73617790551947
617,234,1230,1,0,440,-0.1079445,0,2922,0,0,2922,0,0,31167.9991302,801788,6.58746862823465,927,seven18257,0.0037329936282531,0.719734660033168,803976,9696173,-78.2661669731179,-2.7456538401357
14378,6247,2750,1,1,1942.3041992,29.1041546,0,0,0,0,0,0,0,974,774198,6.87809224418618,14517,seven18280,0.00701995328822408,0.719734660033168,825308,9696173,-78.0744780591651,-2.74519748316448
15301,5843,2180,1,1,1890.5092773,26.9384842,1,0,0,0,0,0,0,0,834413,6.73278043621042,14955,seven18281,0.0105096816421849,1,826235,9696173,-78.0661444929776,-2.74517694266263
16195,5567,1423,1,1,1588.8031006,12.8997135,1,0,0,0,0,0,0,0,817209,5.08591327915175,15436,seven18282,0.018005802318861,1,827163,9696173,-78.0578109894705,-2.7451563439374
17092,5438,660,1,1,1382.3818359,24.7502003,1,0,0,0,0,0,0,0,825811,2.90623615951529,15956,seven18283,0.0802179144587991,1,828090,9696173,-78.0494775488212,-2.74513568699098
17964,5463,42,1,1,1286.4196777,34.7663689,1,0,0,0,0,0,0,0,825811,2.13123985031121,16513,seven18284,0.172034631662529,1,829018,9696173,-78.041144171207,-2.74511497182553
18868,5641,934,1,1,1151.1409912,29.3631725,1,0,0,0,0,0,0,0,816235,1.84061623435968,17101,seven18285,0.173935329939488,1,829945,9696173,-78.0328108568055,-2.74509419844327
19774,5961,1862,1,1,935.3684692,20.7272854,1,974,0,0,0,974,0,0,817209,1.45311807975764,17719,seven18286,0.198349143322967,1,830873,9696173,-78.0244776057939,-2.74507336684637
20682,5838,2783,1,1,861.9959717,11.8296423,1,0,0,0,0,0,0,0,851618,1.01718265583035,18363,seven18287,0.188355815413318,1,831800,9696173,-78.0161444183498,-2.74505247703706
21592,5321,3707,1,1,1092.6414795,18.0632286,1,0,0,0,0,0,0,0,851618,0.968745386505096,19030,seven18288,0.12442858141516,1,832728,9696173,-78.0078112946503,-2.74503152901752
22504,4926,4634,1,1,1285.6500244,17.1110058,1,0,0,0,0,0,0,0,816235,0.920308117179841,19718,seven18289,0.0584147085795297,1,833655,9696173,-77.999478234873,-2.74501052278999
23417,4671,5460,1,1,1201.0769043,18.0918446,1,0,0,0,0,0,0,0,834413,0.774996309204077,20425,seven18290,0.0721622456521763,1,834583,9696173,-77.9911452391952,-2.74498945835668
24331,4514,4628,1,1,1111.9708252,19.4443913,1,0,0,0,0,0,0,0,834413,0.435935423927293,21149,seven18291,0.108942507534657,1,835510,9696173,-77.9828123077942,-2.74496833571981
25247,4528,3796,1,1,1193.5950928,8.7321396,1,0,0,0,0,0,0,0,825811,0.339060885276784,21889,seven18292,0.0674443755497315,1,836438,9696173,-77.9744794408474,-2.74494715488163
26164,4724,2965,1,1,1111.7785645,14.3362379,1,0,0,0,0,0,0,16558,843015,0.290623615951529,22642,seven18293,0.0761077811330702,1,837365,9696173,-77.9661466385321,-2.74492591584437
15063,6716,2713,1,1,1915.2554932,17.7919006,1,0,0,0,0,0,0,0,774198,7.55621401473975,14157,seven18463,0.00411092038901853,1,826235,9695245,-78.0661240059357,-2.75355688418511
15970,6477,1879,1,1,1688.0610352,31.1490993,1,0,0,0,0,0,0,0,791402,7.02340405216195,14664,seven18464,0.0158688884193654,1,827163,9695245,-78.0577904444404,-2.75353622248721
16880,6367,960,1,1,1622.6035156,8.9851217,1,974,974,0,0,0,0,0,817209,4.74685239387497,15211,seven18465,0.0159050021339661,1,828090,9695245,-78.049456945805,-2.75351550239012
17762,6388,60,1,1,1459.4523926,28.7804832,1,0,0,0,0,0,0,0,834413,2.80936162086478,15794,seven18466,0.0876866569244645,1,829018,9695245,-78.041123510207,-2.75349472389603
18675,6541,840,1,1,1099.9222412,13.2655888,1,0,0,0,0,0,0,0,825811,2.13123985031121,16408,seven18467,0.112992291092328,1,829945,9695245,-78.0327901378238,-2.75347388700715
19590,6819,1770,1,1,1049.9488525,20.2437763,1,0,0,0,0,0,0,0,748391,1.25936900245663,17051,seven18468,0.123836367616169,1,830873,9695245,-78.0244568288328,-2.75345299172568
20507,6599,2690,1,1,753.7265625,20.1099014,1,0,0,0,0,0,0,0,851618,0.532809962577803,17719,seven18469,0.320171536966797,1,831800,9695245,-78.0161235834114,-2.75343203805382
21424,6145,3615,1,1,1017.3539429,25.9745617,1,0,0,0,0,0,0,0,817209,0.484372693252548,18409,seven18470,0.183782323292815,1,832728,9695245,-78.0077904017369,-2.75341102599379
22343,5806,4539,1,1,1063.5474854,34.0687637,1,0,0,0,0,0,0,0,817209,0.484372693252548,19120,seven18471,0.190713003553452,1,833655,9695245,-77.9994572839867,-2.75338995554781
23262,5577,5044,1,1,1173.9371338,15.913991,1,0,0,0,0,0,0,0,860220,0.484372693252548,19848,seven18472,0.0891652578984388,1,834583,9695245,-77.9911242303382,-2.75336882671812
24183,5441,4212,1,1,981.0965576,12.1257648,1,0,0,0,0,0,0,0,834413,0.339060885276784,20593,seven18473,0.122596963688991,1,835510,9695245,-77.9827912409689,-2.75334763950694
25104,5453,3380,1,1,1056.9110107,16.057003,1,0,0,0,0,0,0,0,843015,0.242186346626274,21352,seven18474,0.138451831033399,1,836438,9695245,-77.9744583160559,-2.75332639391652
26025,5617,2549,1,1,1062.4886475,30.9531498,1,0,0,0,0,0,0,16558,843015,0.193749077301019,22123,seven18475,0.163566321839562,1,837365,9695245,-77.9661254557767,-2.7533050899491
26107,5924,1717,1,1,977.5245972,15.3648252,1,0,0,0,0,0,0,16558,851618,0.09687453865051,22907,seven18476,0.145137609469705,1,838293,9695245,-77.9577926603086,-2.75328372760693
25830,5923,885,1,1,1080.9383545,19.1093082,1,0,0,0,0,0,0,16558,843015,0,23700,seven18477,0.154711543444172,1,839220,9695245,-77.9494599298289,-2.75326230689228
25511,5284,94,1,1,945.3347778,14.5955315,1,0,0,0,0,0,0,16558,834413,0,24503,seven18478,0.197125434044441,1,840148,9695245,-77.9411272645151,-2.75324082780741
25168,4694,711,1,1,894.6396484,14.7363291,1,0,0,0,0,0,0,16558,817209,0,25315,seven18479,0.201919961802259,1,841075,9695245,-77.9327946645443,-2.75321929035459
24855,3788,1542,1,1,1222.0976563,34.6703339,1,0,0,0,0,0,0,0,817209,0.09687453865051,26134,seven18480,0.26864093299477,1,842003,9695245,-77.924462130094,-2.75319769453609
15688,2887,2700,1,0,302.1763611,2.6596742,0,0,0,0,0,0,0,21427.9991302,860220,1.11405719448086,16720,seven18499,0.0382951669056883,0.719734660033168,859625,9695245,-77.7661566601939,-2.75277628758013
15241,3505,3630,1,0,280,0,0,0,0,0,0,0,0,17531.9995652,860220,1.16249446380611,16224,seven18500,0.0365619542675446,1.43946932006634,860552,9695245,-77.7578254733772,-2.7527535249358
14852,2898,4530,1,0,272.2196045,5.9834909,0,0,0,0,0,0,0,20454,860220,1.11405719448086,15767,seven18501,0.036669883174638,2.1592039800995,861480,9695245,-77.7494943558028,-2.75273070397503
14879,7432,2898,1,1,1648.885498,34.8170166,0,0,0,0,0,0,0,1948,791402,7.36246493743873,13376,seven18644,0.0156399523642436,0.719734660033168,826235,9694318,-78.0661034562112,-2.76193682437368
15797,7393,1977,1,1,1450.4936523,29.6866913,1,0,0,0,0,0,0,1948,800004,7.74996309204077,13912,seven18645,0.0222649235603671,1,827163,9694318,-78.0577698365503,-2.76191609970226
16716,7296,1050,1,1,1245.0197754,28.6008434,1,0,0,0,0,0,0,0,824837,5.5702859724043,14487,seven18646,0.0711597113632416,1,828090,9694318,-78.0494362797514,-2.76189531645367
17606,7314,152,1,1,1314.4842529,28.5367184,1,0,0,0,0,0,0,0,834413,2.95467342884054,15098,seven18647,0.115878342328309,1,829018,9694318,-78.0411027859922,-2.7618744746301
18528,7448,750,1,1,1243.0961914,11.028182,1,0,0,0,0,0,0,0,834413,2.27655165828698,15739,seven18648,0.077053998829229,1,829945,9694318,-78.03276935545,-2.76185357423375
19450,7693,1671,1,1,1014.4936523,16.5456848,1,0,0,0,0,0,0,0,817209,1.35624354110713,16408,seven18649,0.153646182425462,1,830873,9694318,-78.0244359883021,-2.76183261526685
20372,7398,2594,1,1,912.1931152,28.1416588,1,0,0,0,0,0,0,0,851618,0.532809962577803,17101,seven18650,0.30525143806349,1,831800,9694318,-78.016102684726,-2.76181159773159
21296,6997,3520,1,1,732.6766968,14.2157183,1,0,0,0,0,0,0,0,851618,0.339060885276784,17816,seven18651,0.262161244435452,1,832728,9694318,-78.0077694448991,-2.76179052163021
22219,6696,4446,1,1,877.9459839,27.9172249,1,0,0,0,0,0,0,0,817209,0.339060885276784,18549,seven18652,0.236849552210486,1,833655,9694318,-77.9994362689987,-2.76176938696494
23144,6489,4615,1,1,1147.0178223,17.5359707,1,0,0,0,0,0,0,0,843015,0.290623615951529,19299,seven18653,0.103500646209962,1,834583,9694318,-77.9911031572022,-2.76174819373801
24069,6370,3783,1,1,946.4155884,26.9021454,1,0,0,0,0,0,0,0,834413,0.193749077301019,20064,seven18654,0.231378188014074,1,835510,9694318,-77.9827701096871,-2.76172694195165
24994,6380,2965,1,1,1072.9519043,6.0985069,1,0,0,0,0,0,0,0,860220,0.145311807975764,20842,seven18655,0.110447690717981,1,836438,9694318,-77.9744371266305,-2.76170563160813
25544,6520,2133,1,1,914.1105957,13.5201626,1,0,0,0,0,0,0,0,834413,0.145311807975764,21632,seven18656,0.203739272136929,1,837365,9694318,-77.9661042082101,-2.76168426270968
25226,6787,1301,1,1,860.4591064,10.2262859,1,0,0,0,0,0,0,0,843015,0.09687453865051,22432,seven18657,0.252599433867017,1,838293,9694318,-77.9577713546029,-2.76166283525858
24939,6397,469,1,1,773.3692627,22.5367908,1,0,0,0,0,0,0,0,851618,0.09687453865051,23242,seven18658,0.45993849968124,1,839220,9694318,-77.9494385659865,-2.76164134925708
24655,5503,308,1,1,687.0977783,4.0097828,1,0,0,0,0,0,0,0,843015,0.09687453865051,24060,seven18659,0.344980642232167,1,840148,9694318,-77.9411058425381,-2.76161980470746
24300,4582,1132,1,1,973.1190186,19.8627529,1,0,0,0,0,0,0,0,817209,0.145311807975764,24886,seven18660,0.282219801474353,1,841075,9694318,-77.9327731844351,-2.761598201612
23976,3661,1958,1,1,1343.7175293,24.2341156,1,974,0,974,0,0,0,0,817209,0.242186346626274,25719,seven18661,0.144185759696199,1,842003,9694318,-77.9244405918548,-2.76157653997297
21913,1838,1923,0,1,1233.3343506,14.8548479,0,0,0,0,0,0,0,0,817209,0.435935423927293,24973,seven18667,0.0661188417210124,0.719734660033168,847567,9694318,-77.8744464222785,-2.76144534085275
14891,2954,2700,1,0,281.6925049,2.4008172,0,0,0,0,0,0,0,36038.0004883,860220,0.968745386505096,15956,seven18680,0.026526579230572,0.719734660033168,859625,9694318,-77.7661340179255,-2.7611538486379
14420,3871,3630,0,0,278.2161255,2.6697536,0,0,0,0,0,0,0,33116.0002441,851618,0.968745386505096,15436,seven18681,0.0126728097525233,0.719734660033168,860552,9694318,-77.7578027730256,-2.76113101661679
17499,7479,247,1,1,1091.4935303,21.0616608,1,0,0,0,0,0,0,0,825811,3.63279519939411,14428,seven18825,0.118870239135565,1,829018,9693390,-78.0410819985604,-2.77025422402373
18426,7972,660,1,1,1344.2811279,27.1171112,1,0,0,0,0,0,0,0,833439,2.27655165828698,15098,seven18826,0.107250217035892,1,829945,9693390,-78.0327485096817,-2.77023326011907
19352,8538,1574,1,1,1409.31604,13.4268637,1,974,0,0,0,0,974,0,833439,1.40468081043239,15794,seven18827,0.0607472736645106,1,830873,9693390,-78.0244150841996,-2.77021223746588
20280,8225,2498,1,1,974.6029053,30.6523094,1,0,0,0,0,0,0,0,834413,0.532809962577803,16513,seven18828,0.280090441584577,1,831800,9693390,-78.0160817222914,-2.77019115606638
21207,7866,3426,1,1,788.0041504,19.7111721,1,0,0,0,0,0,0,0,860220,0.339060885276784,17252,seven18829,0.288672083305444,1,832728,9693390,-78.0077484241347,-2.77017001592279
22135,7596,3908,1,1,738.7600098,22.2128506,1,0,0,0,0,0,0,0,843015,0.242186346626274,18008,seven18830,0.304974366978197,1,833655,9693390,-77.9994151899067,-2.77014881703736
23062,7403,4211,1,1,1117.3792725,15.0171671,1,0,0,0,0,0,0,0,817209,0.193749077301019,18780,seven18831,0.098711083051397,1,834583,9693390,-77.9910820197849,-2.77012755941233
23990,7298,3367,1,1,695.1717529,26.6802177,1,0,0,0,0,0,0,0,851618,0.09687453865051,19565,seven18832,0.398530139094974,1,835510,9693390,-77.9827489139466,-2.77010624304994
24918,7307,2535,1,1,878.5807495,20.5052319,1,0,0,0,0,0,0,0,825811,0.09687453865051,20362,seven18833,0.248168621642783,1,836438,9693390,-77.9744158725692,-2.77008486795244
24678,7430,1703,1,1,685.0350952,5.7135782,1,0,0,0,0,0,0,0,860220,0.145311807975764,21170,seven18834,0.300297790102375,1,837365,9693390,-77.9660828958301,-2.7700634341221
24349,7290,885,1,1,724.9868774,29.0994396,1,0,0,0,0,0,0,0,843015,0.193749077301019,21987,seven18835,0.520308963905256,1,838293,9693390,-77.9577499839066,-2.77004194156119
24051,6360,60,1,1,607.1165161,20.6524963,1,3896,0,0,974,0,2922,0,843015,0.193749077301019,22813,seven18836,0.551266892414378,1,839220,9693390,-77.9494171369761,-2.77002039027197
23794,5460,724,1,1,807.5310059,32.3304863,1,0,0,0,0,0,0,0,860220,0.242186346626274,23646,seven18837,0.543883059850202,1,840148,9693390,-77.9410843552158,-2.76999878025673
23437,4530,1556,1,1,869.8572388,18.8887234,1,0,0,0,0,0,0,0,834413,0.339060885276784,24486,seven18838,0.329347888232154,1,841075,9693390,-77.9327516388033,-2.76997711151774
23101,3600,2388,1,1,1153.5966797,19.0614395,1,0,0,0,0,0,0,0,825811,0.435935423927293,25332,seven18839,0.176014742482416,1,842003,9693390,-77.9244189879157,-2.76995538405731
18370,7229,569,1,1,1173.2944336,10.7419233,1,0,0,0,0,0,0,0,843015,2.22811438896172,14487,seven19002,0.0868791648331328,1,829945,9692463,-78.0327276005168,-2.77861294465895
19300,7834,1480,1,1,1167.3948975,21.3856468,1,0,0,0,0,0,0,0,817209,1.40468081043239,15211,seven19003,0.122741857167048,1,830873,9692463,-78.0243941165231,-2.77859185831862
20229,8432,2384,1,1,1120.1881104,27.1719894,1,0,0,0,0,0,0,0,825811,0.532809962577803,15956,seven19004,0.182528581386412,1,831800,9692463,-78.0160606961055,-2.77857071305401
21159,8746,2713,1,1,882.859375,38.7044106,1,0,0,0,0,0,0,0,843015,0.339060885276784,16720,seven19005,0.408688861265615,1,832728,9692463,-78.0077273394415,-2.77854950886736
