A128,A129,A130,A154,A347,A361,A362,PMI,fl.5yr.postPML,fl.yr1,fl.yr2,fl.yr3,fl.yr4,fl.yr5,fl.pre.5cell,forest.pre,pop.den.5km.pre,dist.disturb.pre,id,distance,weights,x,y,long,lat
25047,1548,1294,0,1,829.7357178,17.5040531,0,0,0,0,0,0,0,6818,860220,0.193749077301019,25869,four14079,0.171307492822189,1.43946932006634,849422,9715650,-77.8582713285351,-2.56869961709146
26826,296,295,0,1,637.7111816,5.6479793,0,0,0,0,0,0,0,6818,860220,0.387498154602038,27669,four14081,0.182318145795948,0.719734660033168,851277,9715650,-77.841609989343,-2.56865828673526
15662,7700,5583,1,1,806.2646484,10.6922007,0,0,0,0,0,0,0,5844,843015,0.678121770553567,15848,four14281,0.159807319930294,6.47761194029851,839220,9714722,-77.9498935206443,-2.57730211263023
25275,2227,2022,0,1,819.2582397,12.2169075,0,0,0,0,0,0,0,6817.9998779,860220,0.09687453865051,25652,four14292,0.137276779550607,0.719734660033168,849422,9714722,-77.8582508013642,-2.57707795843323
9003,2310,11221,1,1,1554.048584,30.005806,0,0,0,0,0,0,0,0,825811,19.956154962005,7243,four14483,0.000304793235421376,0.719734660033168,829945,9713795,-78.0331924758191,-2.58587986705081
24648,3542,3313,1,1,834.994751,7.9933314,0,0,0,0,0,0,0,6817.9998779,860220,0.09687453865051,24556,four14503,0.186371942725006,0.719734660033168,848495,9713795,-77.8665610860129,-2.5854770164844
25534,2906,2820,0,1,800,-0.0380146,0,25324,14610,0,5844,4870,0,13635.9998779,836197,0.048437269325255,25467,four14504,0.0637613433791359,2.1592039800995,849422,9713795,-77.8582302071246,-2.58545629850589
24948,4221,3841,1,1,824.7415161,16.8684807,0,0,0,0,0,0,0,6817.9998779,851618,0.193749077301019,24398,four14714,0.225306451038325,2.1592039800995,848495,9712867,-77.8665404792701,-2.59385542250975
30603,2401,1698,0,1,488.5377502,11.7199163,0,0,0,0,0,0,0,20454,843015,0.290623615951529,29679,four15555,0.174436023175456,0.719734660033168,854060,9709158,-77.8164714721009,-2.62724187398157
29771,2400,1578,0,1,605.8221436,15.1598787,0,974,0,0,974,0,0,22401.9991302,843015,0.339060885276784,29693,four15759,0.153853547778836,1.43946932006634,854060,9708230,-77.8164501981696,-2.63561986753525
40012,67,1256,0,0,240,0,0,0,0,0,0,0,0,20453.9995118,455916,0.726559039878822,28766,four15808,0.00183780982136752,0.719734660033168,899506,9708230,-77.4083242149104,-2.63450287444742
28142,7063,6102,0,1,1124.901123,13.4987564,0,0,0,0,0,0,0,0,817209,0.242186346626274,25110,four15956,0.0413688972507051,0.719734660033168,849422,9707303,-77.8580841693406,-2.64410464313283
29389,3420,2430,0,1,566.9335938,19.1826496,0,0,0,0,0,0,0,3896,851618,0.242186346626274,28811,four15960,0.281196332247489,0.719734660033168,853132,9707303,-77.8247597836474,-2.64401932850919
29563,5046,4203,0,1,808.552002,19.9141159,0,0,0,0,0,0,0,0,834413,0,27040,four16160,0.148098300326649,1.43946932006634,851277,9706375,-77.8414005991359,-2.65244029265296
27283,810,420,0,0,300,0,0,8766,0,974,5844,1948,0,40907.9995118,848696,0.920308117179841,28208,four16165,0.0133089554930277,1.43946932006634,855915,9706375,-77.7997456841447,-2.65233260844752
23709,844,9750,1,0,244.3136902,5.4532275,0,13636,974,0,11688,0,974,32142.0009766,843826,1.16249446380611,22585,four16381,0.0102443543808417,0.719734660033168,867045,9705448,-77.6997586385949,-2.66044545225248
26210,2176,2121,1,0,761.9995728,23.5084934,0,0,0,0,0,0,0,0,834413,0.242186346626274,27278,four16767,0.0658856751121825,0.719734660033168,853132,9703593,-77.8246739605484,-2.67753155689778
21840,270,10813,1,0,279.0490417,1.2122068,0,29220,0,24350,0,4870,0,37012.0008545,809899,1.11405719448086,20530,four16783,0.00479028358198767,1.43946932006634,867972,9703593,-77.6913837914375,-2.67717689084123
24923,1317,1113,1,0,359.3298035,9.1688137,0,0,0,0,0,0,0,4870,860220,0.387498154602038,25986,four16965,0.100800811243992,0.719734660033168,854060,9702665,-77.8163211271364,-2.68588780136468
20275,1744,7308,0,0,280,0,0,0,0,0,0,0,0,5844,860220,1.01718265583035,20362,four17175,0.0142165161645388,0.719734660033168,864262,9701738,-77.724659990435,-2.69402136630716
19576,1302,6480,0,0,280.0299072,0.2566413,0,0,0,0,0,0,0,9740.0003052,860220,1.06561992515561,20064,four17371,0.0142083264840835,0.719734660033168,863335,9700810,-77.7329681114436,-2.70242116359741
25041,4763,4596,0,1,1133.7109375,21.4106483,0,0,0,0,0,0,0,1948,851618,0,26233,four17552,0.0913626264857368,0.719734660033168,850350,9699883,-77.8495815948894,-2.71110946058594
24412,4350,3667,0,1,886.1303101,21.7738781,0,0,0,0,0,0,0,1948,843015,0.048437269325255,25585,four17553,0.166114330571811,1.43946932006634,851277,9699883,-77.84125001327,-2.71108761921887
25647,2722,6277,0,1,859.9817505,14.5151863,0,0,0,0,0,0,0,3896,860220,0.048437269325255,26183,four17742,0.0904241283340778,0.719734660033168,848495,9698955,-77.8662233493814,-2.71953135740258
24374,4494,4564,0,1,1166.3321533,19.8436623,0,0,0,0,0,0,0,1947.9999847,851618,0.09687453865051,25585,four17744,0.0774782686948027,0.719734660033168,850350,9698955,-77.8495598700266,-2.71948771237567
23099,3430,2708,0,0,845.6786499,28.3537445,0,0,0,0,0,0,0,1947.9999847,851618,0.339060885276784,24274,four17746,0.0307400316597967,0.719734660033168,852205,9698955,-77.8328966598074,-2.71944383682348
25704,700,5384,0,1,552.109375,13.6891356,0,0,0,0,0,0,0,14609.9995118,849670,0.048437269325255,24886,four17930,0.114726989169407,1.43946932006634,846640,9698028,-77.8828655339222,-2.72795329093899
25003,2552,5369,0,1,1031.4052734,25.4438972,0,0,0,0,0,0,0,3896,860220,0.145311807975764,26363,four17932,0.104413248315558,0.719734660033168,848495,9698028,-77.8662016720375,-2.7279097425097
24844,713,4848,0,1,593.276062,10.879529,0,0,0,0,0,0,0,9740.0001068,860220,0.193749077301019,25315,four18118,0.128519643371907,0.719734660033168,846640,9697100,-77.8828439048132,-2.73633180865163
21098,2635,1988,1,0,450.561676,21.7446709,0,0,0,0,0,0,0,15584,860220,0.678121770553567,22298,four18125,0.082681368104238,0.719734660033168,853132,9697100,-77.8245211595814,-2.73617790551947
23631,1680,3742,0,1,1123.3973389,17.9459095,0,0,0,0,0,0,0,1948,843015,0.484372693252548,25986,four18304,0.0751509760013511,0.719734660033168,847567,9696173,-77.8744901294588,-2.74468844594195
22770,1712,2836,0,1,1054.5880127,20.161356,0,0,0,0,0,0,0,0,817209,0.629684501228313,25467,four18486,0.100548350906036,1.43946932006634,847567,9695245,-77.8744683092494,-2.75306689407427
14852,2898,4530,1,0,272.2196045,5.9834909,0,0,0,0,0,0,0,14610,860220,1.01718265583035,15767,four18501,0.0444045448562214,0.719734660033168,861480,9695245,-77.7494943558028,-2.75273070397503
22300,917,2118,0,1,684.9580688,16.7173729,0,0,0,0,0,0,0,0,834413,0.726559039878822,25769,four18666,0.227008417003953,0.719734660033168,846640,9694318,-77.8827786179993,-2.76146735370483
21913,1838,1923,0,1,1233.3343506,14.8548479,0,0,0,0,0,0,0,0,817209,0.823433578529332,24973,four18667,0.0612276720964614,1.43946932006634,847567,9694318,-77.8744464222785,-2.76144534085275
573,127,579,1,0,440,-0.0762004,0,9740,974,1948,0,0,6818,52596.0012208,822725,8.13746124664281,1311,four18797,0.00173877620061655,0.719734660033168,803048,9693390,-78.2744447057148,-2.77081735261724
15841,618,120,0,0,250.3789825,15.6497593,0,0,0,0,0,0,0,16557.9997559,860220,0.968745386505096,17051,four18855,0.0534121073827305,0.719734660033168,856842,9693390,-77.7911056297819,-2.76959976046669
14652,2334,1740,0,0,279.3175964,6.0296855,0,8766,1948,2922,0,3896,0,24350.0008545,860220,1.01718265583035,15794,four18857,0.0234166363524932,1.43946932006634,858697,9693390,-77.7744426788199,-2.7695542510504
15167,360,120,0,0,247.002182,13.2662067,0,3896,3896,0,0,0,0,28245.9997559,787825,0.920308117179841,16408,four19031,0.0252409039055924,0.719734660033168,856842,9692463,-77.7910830247029,-2.77797752585012
19823,816,67,0,1,616.8161011,31.2194424,0,0,0,0,0,0,0,0,843015,0.968745386505096,24486,four19193,0.463551020788186,1.43946932006634,846640,9691535,-77.8827127319071,-2.78660288654478
18623,3551,1164,0,1,1060.8255615,29.0363407,0,0,0,0,0,0,0,0,843015,0.920308117179841,21987,four19196,0.1874157056664,0.719734660033168,849422,9691535,-77.8577158189974,-2.78653606880268
11096,2032,2895,1,0,260.0733948,1.3315225,0,0,0,0,0,0,0,15584,860220,0.823433578529332,12092,four19210,0.0445708805723046,0.719734660033168,862407,9691535,-77.7410716240004,-2.7862172260252
18561,1677,1339,0,1,747.7426147,29.4969864,0,0,0,0,0,0,0,0,860220,0.871870847854587,23261,four19363,0.356701385872683,0.719734660033168,847567,9690608,-77.8743582067342,-2.79495911434631
9491,305,2294,1,0,250.8462524,8.368021,0,5844,974,0,0,974,3896,19480.0006104,852428,0.532809962577803,10369,four19381,0.0522493767381707,0.719734660033168,864262,9690608,-77.7243860574454,-2.79454793941527
16666,3937,1782,1,1,1143.6315918,36.1314735,0,0,0,0,0,0,0,0,825811,5.18278781780226,11168,four19505,0.0759723289148818,1.43946932006634,828090,9689680,-78.049332003846,-2.80379436659587
17559,4536,1168,1,1,1057.5351563,24.6904678,0,0,0,0,0,0,0,0,851618,2.66404981288902,11877,four19506,0.122929856796008,0.719734660033168,829018,9689680,-78.0409982166193,-2.80377320811209
